a.annotation_type	a.text	op_label	op_id	class_label	class_id
ALGlomerulus	DM6	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus DM6	FBbt_00003941
ALGlomerulus	DP1l	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus DP1l	FBbt_00007098
ALGlomerulus	DP1l+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus DP1l	FBbt_00007098
ALGlomerulus	DP1m+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus DP1m	FBbt_00007097
ALGlomerulus	V	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus V	FBbt_00003951
ALGlomerulus	V+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus V	FBbt_00003951
ALGlomerulus	VA1d	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VA1d	FBbt_00007101
ALGlomerulus	VA1d+VM5	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VA1d	FBbt_00007101
ALGlomerulus	VA1d+VM5	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM5	FBbt_00003949
ALGlomerulus	VA1lm	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VA1v	FBbt_00007363
ALGlomerulus	VA1lm+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VA1v	FBbt_00007363
ALGlomerulus	VA4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VA4	FBbt_00003944
ALGlomerulus	VA7m	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VA7m	FBbt_00007102
ALGlomerulus	VAsomething	None	None	None	None
ALGlomerulus	VC2	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC2	FBbt_00003946
ALGlomerulus	VC3+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC3	FBbt_00003953
ALGlomerulus	VC3+VM4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC3	FBbt_00003953
ALGlomerulus	VC3+VM4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM4	FBbt_00003957
ALGlomerulus	VC3l	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC3l	FBbt_00007105
ALGlomerulus	VC3m	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC3m	FBbt_00007104
ALGlomerulus	VC4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC4	FBbt_00007366
ALGlomerulus	VC4?	None	None	None	None
ALGlomerulus	VL1	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VL1	FBbt_00003954
ALGlomerulus	VL2a	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VL2a	FBbt_00007106
ALGlomerulus	VL2p	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VL2p	FBbt_00007107
ALGlomerulus	VM1	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM1	FBbt_00003956
ALGlomerulus	VM2	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM2	FBbt_00003947
ALGlomerulus	VM3	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM3	FBbt_00003948
ALGlomerulus	VM4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM2	FBbt_00003947
ALGlomerulus	VM4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM4	FBbt_00003957
ALGlomerulus	VM4+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM2	FBbt_00003947
ALGlomerulus	VM4+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM4	FBbt_00003957
ALGlomerulus	VM4+?	None	None	None	None
ALGlomerulus	VM4+DM3+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus DM3	FBbt_00003972
ALGlomerulus	VM4+DM3+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM4	FBbt_00003957
ALGlomerulus	VM5d	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM5d	FBbt_00007391
ALGlomerulus	VM5v	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM5v	FBbt_00007365
ALGlomerulus	VM5v+VC3l	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM5v	FBbt_00007365
ALGlomerulus	VM5v+VC3l	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VC3l	FBbt_00007105
ALGlomerulus	VM6	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM6	FBbt_00003958
ALGlomerulus	VM6+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM6	FBbt_00003958
ALGlomerulus	VM6+VP1	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM6	FBbt_00003958
ALGlomerulus	VM6+VP1	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP1	FBbt_00003927
ALGlomerulus	VM6+VP2	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM6	FBbt_00003958
ALGlomerulus	VM6+VP2	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP2	FBbt_00003928
ALGlomerulus	VM7	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VM7	FBbt_00003973
ALGlomerulus	VP1	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP1	FBbt_00003927
ALGlomerulus	VP1?	None	None	None	None
ALGlomerulus	VP2+	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP2	FBbt_00003928
ALGlomerulus	VP3	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP3	FBbt_00003929
ALGlomerulus	VP3+VP4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP3	FBbt_00003929
ALGlomerulus	VP3+VP4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP4	FBbt_00110865
ALGlomerulus	VP3?	None	None	None	None
ALGlomerulus	VP4	has_postsynaptic_terminal_in	RO_0002110	antennal lobe glomerulus VP4	FBbt_00110865
ALGlomerulus	VP?	None	None	None	None
ImageType	Almost Whole Brain	None	None	None	None
ImageType	Half Brain	None	None	None	None
ImageType	Whole Brain	None	None	None	None
laterality	cb_mismatch	None	None	None	None
laterality	farcontra	None	None	None	None
laterality	nearcontra	None	None	None	None
laterality	proj_bilat_asymm	None	None	None	None
laterality	proj_bilat_symm	None	None	None	None
laterality	proj_left	None	None	None	None
laterality	proj_midline	None	None	None	None
laterality	proj_right	None	None	None	None
laterality	recheck	None	None	None	None
laterality	soma_left	None	None	None	None
laterality	soma_midline	None	None	None	None
laterality	soma_right	None	None	None	None
MainTract	iACT	fasciculates_with	RO_0002101	medial antennal lobe tract	FBbt_00003985
MainTract	lALT	fasciculates_with	RO_0002101	lateral antennal lobe tract	FBbt_00003983
MainTract	mACT	fasciculates_with	RO_0002101	mediolateral antennal lobe tract	FBbt_00003984
MainTract	mALT	fasciculates_with	RO_0002101	medial antennal lobe tract	FBbt_00003985
MainTract	mlALT	fasciculates_with	RO_0002101	mediolateral antennal lobe tract	FBbt_00003984
MainTract	oACT	fasciculates_with	RO_0002101	lateral antennal lobe tract	FBbt_00003983
MainTract	omACT	fasciculates_with	RO_0002101	transverse antennal lobe tract	FBbt_00007482
MainTract	other	None	None	None	None
MainTract	posterior to mACT	None	None	None	None
MainTract	t1ALT	None	None	None	None
MainTract	t2ALT	None	None	None	None
MainTract	t3ALT	None	None	None	None
NeuronSubType	oligoPN	null_hack		multiglomerular antennal lobe projection neuron	FBbt_00007384
NeuronSubType	polyglomerularPN	null_hack		multiglomerular antennal lobe projection neuron	FBbt_00007384
NeuronSubType	uPN	null_hack		uniglomerular antennal lobe projection neuron	FBbt_00007383
NeuronSubType	ventroposterior AL	None	None	None	None
NeuronType	adPN	develops from	RO_0002202	neuroblast ALad1	FBbt_00067346
NeuronType	adult ALv1 lineage neuron	null_hack		adult ALv1 lineage neuron	FBb_00050197
NeuronType	adult ALv2 lineage neuron	null_hack		adult ALv2 lineage neuron	FBbt_00050037
NeuronType	adult AOTUv2 lineage neuron	null_hack		adult AOTUv2 lineage neuron	FBbt_00050183
NeuronType	adult AOTUv4 lineage neuron	null_hack		adult AOTUv4 lineage neuron	FBbt_00050064
NeuronType	adult DM1 lineage neuron	null_hack		adult DM1 lineage neuron	FBbt_00050020
NeuronType	adult DM3 lineage neuron	null_hack		adult DM3 lineage neuron	FBbt_00050102
NeuronType	adult DM4 lineage neuron	null_hack		adult DM4 lineage neuron	FBbt_00050254
NeuronType	adult DM6 lineage neuron	null_hack		adult DM6 lineage neuron	FBbt_00050144
NeuronType	adult fruitless aDT-a neuron	null_hack		adult fruitless aDT-a neuron	FBbt_00110415
NeuronType	adult fruitless aDT-b (female) neuron	null_hack		adult fruitless aDT-b (female) neuron	FBbt_00110417
NeuronType	adult fruitless aDT-b (male) neuron	null_hack		adult fruitless aDT-b (male) neuron	FBbt_00110579
NeuronType	adult fruitless aDT-e (female) neuron	null_hack		adult fruitless aDT-e (female) neuron	FBbt_00110423
NeuronType	adult fruitless aDT-e (male) neuron	null_hack		adult fruitless aDT-e (male) neuron	FBbt_00110583
NeuronType	adult fruitless aDT-f neuron	null_hack		adult fruitless aDT-f neuron	FBbt_00110425
NeuronType	adult fruitless aDT-g neuron	null_hack		adult fruitless aDT-g neuron	FBbt:00110427
NeuronType	adult fruitless aDT-h neuron	null_hack		adult fruitless aDT-h neuron	FBbt_00110429
NeuronType	adult fruitless aIP-a neuron	null_hack		adult fruitless aIP-a neuron	FBbt_00110431
NeuronType	adult fruitless aIP-b (female) neuron	null_hack		adult fruitless aIP-b (female) neuron	FBbt_00110433
NeuronType	adult fruitless aIP-b (male) neuron	null_hack		adult fruitless aIP-b (male) neuron	FBbt_00110585
NeuronType	adult fruitless aIP-c (female) neuron	null_hack		adult fruitless aIP-c (female) neuron	FBbt_00110435
NeuronType	adult fruitless aIP-c (male) neuron	null_hack		adult fruitless aIP-c (male) neuron	FBbt_00110587
NeuronType	adult fruitless aIP-e (female) neuron	null_hack		adult fruitless aIP-e (female) neuron	FBbt_00110439
NeuronType	adult fruitless aIP-e (male) neuron	null_hack		adult fruitless aIP-e (male) neuron	FBbt_00110591
NeuronType	adult fruitless aIP-g (female) neuron	null_hack		adult fruitless aIP-g (female) neuron	FBbt_00110443
NeuronType	adult fruitless aIP-g (male) neuron	null_hack		adult fruitless aIP-g (male) neuron	FBbt_00110593
NeuronType	adult fruitless aIP-h neuron	null_hack		adult fruitless aIP-h neuron	FBbt_00110445
NeuronType	adult fruitless aSG-a neuron	null_hack		adult fruitless aSG-a neuron	FBbt_00110447
NeuronType	adult fruitless aSP-a (female) neuron	null_hack		adult fruitless aSP-a (female) neuron	FBbt_00110449
NeuronType	adult fruitless aSP-a (male) neuron	null_hack		adult fruitless aSP-a (male) neuron	FBbt_00110595
NeuronType	adult fruitless aSP-b (female) neuron	null_hack		adult fruitless aSP-b (female) neuron	FBbt_00110451
NeuronType	adult fruitless aSP-b (male) neuron	null_hack		adult fruitless aSP-b (male) neuron	FBbt_00110597
NeuronType	adult fruitless aSP-d neuron	null_hack		adult fruitless aSP-d neuron	FBbt_00110455
NeuronType	adult fruitless aSP-g (female) neuron	null_hack		adult fruitless aSP-g (female) neuron	FBbt_00110461
NeuronType	adult fruitless aSP-j neuron	null_hack		adult fruitless aSP-j neuron	FBbt_00110467
NeuronType	adult fruitless aSP-k (female) neuron	null_hack		adult fruitless aSP-k (female) neuron	FBbt_00110469
NeuronType	adult fruitless aSP-k (male) neuron	null_hack		adult fruitless aSP-k (male) neuron	FBbt_00110607
NeuronType	adult fruitless aSP-l neuron	null_hack		adult fruitless aSP-l neuron	FBbt_00110471
NeuronType	adult fruitless aSP-m neuron	null_hack		adult fruitless aSP-m neuron	FBbt_00110473
NeuronType	adult fruitless Lo neuron	null_hack		adult fruitless Lo neuron	FBbt_00110475
NeuronType	adult fruitless M neuron	null_hack		adult fruitless M neuron	FBbt_00110477
NeuronType	adult fruitless Mb lineage neuron	null_hack		adult fruitless Mb neuron	FBbt_00110575
NeuronType	adult fruitless pIP-a (male) neuron	null_hack		adult fruitless pIP-a (male) neuron	FBbt_00110609
NeuronType	adult fruitless pIP-b neuron	null_hack		adult fruitless pIP-b neuron	FBbt_00110481
NeuronType	adult fruitless pIP-c neuron	null_hack		adult fruitless pIP-c neuron	FBbt_00110483
NeuronType	adult fruitless pIP-d neuron	null_hack		adult fruitless pIP-d neuron	FBbt_00110485
NeuronType	adult fruitless pIP-e (female) neuron	null_hack		adult fruitless pIP-e (female) neuron	FBbt_00110487
NeuronType	adult fruitless pIP-e (male) neuron	null_hack		adult fruitless pIP-e (male) neuron	FBbt_00110611
NeuronType	adult fruitless pIP-g neuron	null_hack		adult fruitless pIP-g neuron	FBbt_00110491
NeuronType	adult fruitless pMP-a (female) neuron	null_hack		adult fruitless pMP-a (female) neuron	FBbt_00110499
NeuronType	adult fruitless pMP-a (male) neuron	null_hack		adult fruitless pMP-a (male) neuron	FBbt_00110615
NeuronType	adult fruitless pMP-b (female) neuron	null_hack		adult fruitless pMP-b (female) neuron	FBbt_00110501
NeuronType	adult fruitless pMP-b (male) neuron	null_hack		adult fruitless pMP-b (male) neuron	FBbt:00110617
NeuronType	adult fruitless pMP-c (female) neuron	null_hack		adult fruitless pMP-c (female) neuron	FBbt_00110503
NeuronType	adult fruitless pMP-c (male) neuron	null_hack		adult fruitless pMP-c (male) neuron	FBbt_00110619
NeuronType	adult fruitless pMP-d neuron	null_hack		adult fruitless pMP-d neuron	FBbt_00110505
NeuronType	adult fruitless pMP-e (female) neuron	null_hack		adult fruitless pMP-e (female) neuron	FBbt_00110507
NeuronType	adult fruitless pMP-e (male) neuron	null_hack		adult fruitless pMP-e (male) neuron	FBbt_00110621
NeuronType	adult fruitless pMP-f (female) neuron	null_hack		adult fruitless pMP-f (female) neuron	FBbt_00110509
NeuronType	adult fruitless pMP-f (male) neuron	null_hack		adult fruitless pMP-f (male) neuron	FBbt_00110623
NeuronType	adult fruitless pSG-a neuron	null_hack		adult fruitless pSG-a neuron	FBbt_00110513
NeuronType	adult fruitless pSP-a neuron	null_hack		adult fruitless pSP-a neuron	FBbt_00110523
NeuronType	adult fruitless pSP-b (female) neuron	null_hack		adult fruitless pSP-b (female) neuron	FBbt_00110525
NeuronType	adult fruitless pSP-b (male) neuron	null_hack		adult fruitless pSP-b (male) neuron	FBbt_00110625
NeuronType	adult fruitless pSP-c neuron	null_hack		adult fruitless pSP-c neuron	FBbt_00110527
NeuronType	adult LHl3 lineage neuron	null_hack		adult LHl3 lineage neuron	FBbt_00050257
NeuronType	adult LHp1 lineage neuron	null_hack		adult LHp1 lineage neuron	FBbt_00050082
NeuronType	adult SLPpm2 lineage neuron	null_hack		adult SLPpm2 lineage neuron	FBbt_00050218
NeuronType	adult SMPp&v2 lineage neuron	null_hack		adult SMPp&v2 lineage neuron	FBbt_00110373
NeuronType	adult SMPpd2 lineage neuron	null_hack		adult SMPpd2 lineage neuron	FBbt_00110376
NeuronType	adult SMPpv1 lineage neuron	null_hack		adult SMPpv1 lineage neuron	FBbt_00050031
NeuronType	adult VLPl&p2 lineage neuron	null_hack		adult VLPl&p2 lineage neuron	FBbt_00050147
NeuronType	adult VLPp&l1 lineage neuron	null_hack		adult VLPp&l1 lineage neuron	FBbt_00050132
NeuronType	adult VPNd1 lineage neuron	null_hack		adult VPNd1 lineage neuron	FBbt_00050108
NeuronType	adult VPNd3 lineage neuron	null_hack		adult VPNd3 lineage neuron	FBbt_00110388
NeuronType	adult VPNp2 lineage neuron	null_hack		adult VPNp2 lineage neuron	FBbt_00110394
NeuronType	adult VPNv2 lineage neuron	null_hack		adult VPNv2 lineage neuron	FBbt_00110406
NeuronType	adult WEDa2 lineage neuron	null_hack		adult WEDa2 lineage neuron	FBbt_00050017
NeuronType	AL Descending Neuron	None	None	None	None
NeuronType	alpha'/beta' Kenyon cell	null_hack		alpha'/beta' Kenyon cell	FBbt_00100249
NeuronType	alpha/beta core Kenyon cell	null_hack		alpha/beta core Kenyon cell	FBbt_00110929
NeuronType	alpha/beta Kenyon cell	null_hack		alpha/beta Kenyon cell	FBbt_00100248
NeuronType	alpha/beta posterior Kenyon cell	null_hack		alpha/beta posterior Kenyon cell	FBbt_00110931
NeuronType	alpha/beta surface Kenyon cell	null_hack		alpha/beta surface Kenyon cell	FBbt_00110930
NeuronType	AMMC LN	null_hack		antennal mechanosensory and motor center local AMMC neuron	FBbt_00110873
NeuronType	AMMC-AMMC PN1	null_hack		antennal mechanosensory and motor center AMMC-AMMC projection neuron 1	FBbt_00110629
NeuronType	AMMC-AMMC PN2	null_hack		antennal mechanosensory and motor center AMMC-AMMC projection neuron 2	FBbt_00110630
NeuronType	AMMC-B1 PN	null_hack		antennal mechanosensory and motor center B1 projection neuron	FBbt_00110120
NeuronType	AMMC-IVLP PN1	null_hack		antennal mechanosensory and motor center AMMC-IVLP projection neuron 1	FBbt_00110632
NeuronType	AMMC-IVLP PN2	null_hack		antennal mechanosensory and motor center AMMC-IVLP projection neuron 2	FBbt_00110633
NeuronType	AMMC-VLP PN	null_hack		antennal mechanosensory and motor center AMMC-VLP projection neuron	FBbt_00110634
NeuronType	AMMC-VNC PN	null_hack		antennal mechanosensory and motor center AMMC-VNC projection neuron	FBbt_00110631
NeuronType	BAmas2 lineage neuron	null_hack		BAmas2 lineage neuron	FBbt_00100656
NeuronType	bilateral PN	None	None	None	None
NeuronType	BLD2 lineage neuron	null_hack		BLD2 lineage neuron	FBbt_00100719
NeuronType	contra adPN	develops from	RO_0002202	neuroblast ALad1	FBbt_00067346
NeuronType	contra PN	None	None	None	None
NeuronType	ContraProjAcrossALs	None	None	None	None
NeuronType	CSD interneuron	null_hack		CSD interneuron	FBbt_00007405
NeuronType	descending neuron	None	None	None	None
NeuronType	dFB neuron of the dopaminergic PPL1 cluster	null_hack		dFB neuron of the dopaminergic PPL1 cluster	FBbt_00110322
NeuronType	dorsal anterior lateral neuron of the protocerebrum	null_hack		dorsal anterior lateral neuron of the protocerebrum	FBbt_00110034
NeuronType	DP neuron of the dopaminergic PPL1 cluster	null_hack		DP neuron of the dopaminergic PPL1 cluster	FBbt_00110319
NeuronType	EB neuron of the dopaminergic PPM3 cluster	null_hack		EB neuron of the dopaminergic PPM3 cluster	FBbt_00110327
NeuronType	gamma dorsal Kenyon cell	null_hack		gamma dorsal Kenyon cell	FBbt_00110932
NeuronType	gamma Kenyon cell	null_hack		gamma Kenyon cell	FBbt_00100247
NeuronType	IVLP LN	null_hack		inferior ventrolateral protocerebrum local IVLP neuron	FBbt_00110874
NeuronType	IVLP-IVLP PN	null_hack		inferior ventrolateral protocerebrum commissural IVLP-IVLP neuron	FBbt_00110125
NeuronType	lobula columnar neuron Lcn10	null_hack		lobula columnar neuron Lcn10	FBbt_00100482
NeuronType	lobula columnar neuron Lcn10A	null_hack		lobula columnar neuron Lcn10	FBbt_00100482
NeuronType	lobula columnar neuron Lcn10B	null_hack		lobula columnar neuron Lcn10	FBbt_00100482
NeuronType	lobula columnar neuron Lcn11	null_hack		lobula columnar neuron Lcn11	FBbt_00100483
NeuronType	lobula columnar neuron Lcn12	null_hack		lobula columnar neuron Lcn12	FBbt_00100484
NeuronType	lobula columnar neuron Lcn14	null_hack		lobula columnar neuron Lcn14	FBbt_00100486
NeuronType	lobula columnar neuron Lcn4	null_hack		lobula columnar neuron Lcn4	FBbt_00003874
NeuronType	lobula columnar neuron Lcn6	null_hack		lobula columnar neuron Lcn6	FBbt_00003876
NeuronType	lobula columnar neuron Lcn9	null_hack		lobula columnar neuron Lcn9	FBbt_00100480
NeuronType	lobula tangential neuron Lt12	null_hack		lobula tangential neuron Lt12	FBbt_00100488
NeuronType	lPN	develops from	RO_0002202	neuroblast ALl1	FBbt_00067347
NeuronType	lPN?	None	None	None	None
NeuronType	MB-alpha neuron of the dopaminergic PPL1 cluster	null_hack		MB-alpha neuron of the dopaminergic PPL1 cluster	FBbt_00110320
NeuronType	MB-alpha prime neuron of the dopaminergic PPL1 cluster	null_hack		MB-alpha' neuron of the dopaminergic PPL1 cluster	FBbt_00110321
NeuronType	MB-AMP neuron of the dopaminergic PPL1 cluster	null_hack		MB-AMP neuron of the dopaminergic PPL1 cluster	FBbt_00110324
NeuronType	MB-SV neuron of the dopaminergic PPL1 cluster	null_hack		MB-SV neuron of the dopaminergic PPL1 cluster	FBbt_00110323
NeuronType	mFB neuron of the dopaminergic PPM3 cluster	null_hack		mFB neuron of the dopaminergic PPM3 cluster	FBbt_00110325
NeuronType	mushroom body medial-vertical lobe arborizing neuron 1	null_hack		mushroom body medial-vertical lobe arborizing neuron 1	FBbt_00100241
NeuronType	mushroom body pedunculus-medial lobe arborizing neuron 1	null_hack		mushroom body pedunculus-medial lobe arborizing neuron 1	FBbt_00100243
NeuronType	mushroom body ventral lobe arborizing neuron 1	null_hack		mushroom body ventral lobe arborizing neuron 1	FBbt_00100236
NeuronType	mushroom body ventral lobe arborizing neuron 3	null_hack		mushroom body ventral lobe arborizing neuron 3	FBbt_00100238
NeuronType	vFB neuron of the dopaminergic PPM3 cluster	null_hack		vFB neuron of the dopaminergic PPM3 cluster	FBbt_00110326
NeuronType	vlPN	None	None	None	None
NeuronType	vPN	develops from	RO_0002202	neuroblast ALv1	FBbt_00067348
